-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 12/31/2024 in LST
Location: Latitude  56.269   Longitude 9.148 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
QV2M      MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,WS50M,PS,T2M,QV2M
2016,10,24,9,69.3,5.55,101.7,6.38,5.65
2016,10,24,10,70.2,5.59,101.69,7.3,5.89
2016,10,24,11,72.0,5.77,101.68,7.89,5.95
2016,10,24,12,71.7,5.52,101.67,8.38,5.94
2016,10,24,13,67.6,5.42,101.66,8.55,5.87
2016,10,24,14,63.0,5.5,101.65,8.55,5.81
2016,10,24,15,58.7,5.52,101.65,8.05,5.79
2016,10,24,16,54.6,5.67,101.67,7.03,5.77
2016,10,24,17,52.8,6.06,101.69,6.33,5.67
2016,10,24,18,51.4,5.85,101.7,6.0,5.61
2016,10,24,19,50.0,5.59,101.69,5.68,5.56
2016,10,24,20,48.0,5.35,101.68,5.57,5.54
2016,10,24,21,43.5,5.06,101.71,5.47,5.53
2016,10,24,22,36.7,4.87,101.71,5.46,5.53
2016,10,24,23,29.7,4.95,101.7,5.57,5.54
2016,10,25,0,24.5,5.16,101.68,5.69,5.54
2016,10,25,1,21.7,5.25,101.67,5.76,5.54
2016,10,25,2,19.1,5.35,101.67,5.81,5.55
2016,10,25,3,15.1,5.63,101.65,5.92,5.56
2016,10,25,4,12.4,5.76,101.65,5.91,5.54
2016,10,25,5,10.2,5.42,101.68,5.61,5.48
2016,10,25,6,5.6,4.99,101.74,5.2,5.39
2016,10,25,7,2.5,4.81,101.82,4.95,5.33
2016,10,25,8,0.3,4.48,101.88,5.54,5.43
2016,10,25,9,356.9,3.72,101.93,6.27,5.59
2016,10,25,10,2.0,3.7,101.95,7.23,5.71
2016,10,25,11,8.1,3.68,101.97,7.77,5.71
2016,10,25,12,11.7,3.59,101.97,8.14,5.74
2016,10,25,13,14.9,3.47,101.99,8.36,5.72
2016,10,25,14,23.6,3.22,102.0,8.2,5.67
2016,10,25,15,35.1,2.97,102.02,7.74,5.64
2016,10,25,16,43.2,2.87,102.07,6.89,5.67
2016,10,25,17,57.0,2.99,102.13,6.04,5.54
2016,10,25,18,73.9,3.03,102.18,5.56,5.43
2016,10,25,19,92.0,2.84,102.21,5.13,5.33
2016,10,25,20,113.1,2.62,102.23,4.83,5.21
2016,10,25,21,136.6,2.49,102.25,4.7,5.13
2016,10,25,22,158.4,2.61,102.25,4.49,5.09
2016,10,25,23,173.6,2.88,102.25,4.28,5.07
2016,10,26,0,183.6,3.22,102.24,4.12,5.05
2016,10,26,1,189.7,3.56,102.25,3.98,5.02
2016,10,26,2,191.1,3.95,102.25,3.87,4.98
2016,10,26,3,190.0,4.31,102.24,4.38,5.03
2016,10,26,4,190.2,4.53,102.22,4.42,5.01
2016,10,26,5,191.3,4.83,102.21,4.41,5.0
2016,10,26,6,192.4,5.11,102.2,4.34,4.98
2016,10,26,7,193.7,5.39,102.19,4.3,4.96
2016,10,26,8,194.2,5.6,102.2,4.4,4.98
2016,10,26,9,192.6,5.66,102.19,4.65,5.04
2016,10,26,10,191.5,6.17,102.17,5.11,5.17
2016,10,26,11,195.1,6.89,102.14,6.06,5.44
2016,10,26,12,198.2,7.17,102.09,7.22,5.78
2016,10,26,13,200.5,7.7,102.03,8.5,6.16
2016,10,26,14,200.8,7.86,101.97,9.24,6.44
2016,10,26,15,202.3,8.74,101.92,9.22,6.47
2016,10,26,16,200.0,9.84,101.87,8.62,6.35
2016,10,26,17,198.7,10.78,101.83,8.07,6.19
2016,10,26,18,198.2,10.44,101.76,7.81,6.19
2016,10,26,19,205.8,11.07,101.71,8.14,6.36
2016,10,26,20,213.2,10.68,101.66,8.83,6.72
2016,10,26,21,217.2,10.11,101.62,9.46,7.05
2016,10,26,22,219.2,9.09,101.6,9.46,7.14
2016,10,26,23,221.8,8.71,101.6,9.21,7.05
2016,10,27,0,229.7,8.8,101.6,9.14,6.98
2016,10,27,1,242.7,8.77,101.6,9.4,7.08
2016,10,27,2,252.3,8.34,101.6,9.55,7.15
2016,10,27,3,259.0,7.94,101.63,9.18,7.02
2016,10,27,4,265.0,8.09,101.67,8.41,6.72
2016,10,27,5,268.5,8.2,101.72,8.1,6.58
2016,10,27,6,267.7,8.15,101.77,7.72,6.42
2016,10,27,7,266.2,7.94,101.83,7.29,6.24
2016,10,27,8,260.2,7.37,101.88,8.23,6.55
2016,10,27,9,249.6,6.46,101.91,9.83,7.13
2016,10,27,10,242.8,6.25,101.93,10.99,7.54
2016,10,27,11,246.1,7.84,101.93,12.06,7.67
2016,10,27,12,243.0,8.71,101.88,12.57,7.45
2016,10,27,13,239.6,9.24,101.82,12.58,7.19
2016,10,27,14,240.2,9.7,101.8,12.07,7.08
2016,10,27,15,237.3,9.91,101.76,11.58,7.14
2016,10,27,16,234.4,10.21,101.7,11.17,7.27
2016,10,27,17,231.2,10.28,101.66,10.79,7.41
2016,10,27,18,226.4,10.13,101.62,10.42,7.49
2016,10,27,19,224.9,10.32,101.55,10.32,7.5
2016,10,27,20,229.1,10.89,101.49,10.57,7.54
2016,10,27,21,230.7,11.07,101.44,10.76,7.6
2016,10,27,22,232.8,11.52,101.38,10.96,7.69
2016,10,27,23,238.8,12.08,101.33,11.17,7.79
2016,10,28,0,244.9,12.56,101.27,11.25,7.87
2016,10,28,1,249.1,12.54,101.22,11.26,7.87
2016,10,28,2,252.7,12.67,101.18,11.23,7.85
2016,10,28,3,255.3,12.48,101.15,11.25,7.9
2016,10,28,4,257.1,11.88,101.12,11.48,8.02
2016,10,28,5,261.3,11.43,101.11,11.71,8.15
2016,10,28,6,273.5,11.07,101.15,11.59,8.12
2016,10,28,7,289.1,10.98,101.25,10.57,7.57
2016,10,28,8,296.6,10.58,101.41,9.62,6.93
2016,10,28,9,294.3,10.46,101.52,9.59,6.58
2016,10,28,10,292.6,11.08,101.6,10.02,6.13
2016,10,28,11,293.2,12.17,101.66,10.63,5.64
2016,10,28,12,293.2,13.0,101.7,11.08,5.41
2016,10,28,13,292.2,13.38,101.74,11.18,5.39
2016,10,28,14,291.4,13.36,101.78,10.97,5.43
2016,10,28,15,289.7,12.89,101.81,10.32,5.47
2016,10,28,16,287.8,12.25,101.84,9.25,5.49
2016,10,28,17,287.8,12.2,101.89,8.44,5.47
2016,10,28,18,288.8,12.3,101.93,8.29,5.47
2016,10,28,19,290.5,12.39,101.96,8.31,5.44
2016,10,28,20,292.1,12.39,101.99,8.25,5.4
2016,10,28,21,293.7,12.19,102.02,8.16,5.36
2016,10,28,22,291.1,11.7,102.02,7.91,5.35
2016,10,28,23,289.7,11.64,102.04,7.74,5.35
2016,10,29,0,291.3,12.25,102.07,7.95,5.34
2016,10,29,1,292.5,12.24,102.09,8.07,5.36
2016,10,29,2,293.4,12.31,102.09,8.08,5.38
2016,10,29,3,295.1,12.33,102.08,8.11,5.4
2016,10,29,4,296.8,11.75,102.07,8.04,5.45
2016,10,29,5,296.5,10.24,102.08,7.54,5.53
2016,10,29,6,296.5,10.01,102.08,7.29,5.56
2016,10,29,7,297.4,10.07,102.11,7.12,5.57
2016,10,29,8,298.2,9.82,102.14,7.36,5.6
2016,10,29,9,297.3,9.33,102.14,8.35,5.74
2016,10,29,10,300.8,10.01,102.17,9.47,5.84
2016,10,29,11,306.4,12.28,102.19,10.2,5.5
2016,10,29,12,308.3,12.65,102.21,10.41,5.34
2016,10,29,13,308.9,12.68,102.21,10.41,5.32
2016,10,29,14,308.8,12.5,102.2,10.16,5.38
2016,10,29,15,308.1,12.03,102.19,9.62,5.49
2016,10,29,16,307.7,11.64,102.19,8.69,5.53
2016,10,29,17,308.4,11.34,102.19,7.92,5.48
2016,10,29,18,310.0,10.85,102.19,7.68,5.43
2016,10,29,19,311.7,9.7,102.2,7.16,5.4
2016,10,29,20,312.9,9.37,102.21,6.74,5.34
2016,10,29,21,315.4,9.26,102.23,6.49,5.26
2016,10,29,22,317.9,8.99,102.25,6.01,5.16
2016,10,29,23,320.8,8.76,102.27,5.77,5.07
2016,10,30,0,324.4,8.48,102.28,5.31,4.96
2016,10,30,1,328.4,7.95,102.29,5.04,4.9
2016,10,30,2,332.8,7.16,102.3,5.05,4.87
2016,10,30,3,335.6,6.38,102.31,4.63,4.78
2016,10,30,4,338.3,5.75,102.31,3.99,4.69
2016,10,30,5,340.0,5.06,102.32,3.54,4.64
2016,10,30,6,339.4,4.26,102.32,3.2,4.61
2016,10,30,7,333.9,3.48,102.35,3.4,4.59
2016,10,30,8,323.8,2.9,102.37,4.36,4.61
2016,10,30,9,310.3,2.5,102.38,6.59,5.18
2016,10,30,10,294.7,2.08,102.4,8.17,5.09
2016,10,30,11,283.4,2.36,102.4,9.76,5.04
2016,10,30,12,279.0,3.06,102.39,10.59,5.12
2016,10,30,13,282.6,3.75,102.38,10.86,5.36
2016,10,30,14,287.7,3.98,102.36,10.65,5.75
2016,10,30,15,288.8,3.91,102.33,9.7,6.34
2016,10,30,16,287.1,4.09,102.31,8.27,6.16
2016,10,30,17,285.2,4.36,102.32,7.44,6.17
2016,10,30,18,284.1,4.6,102.33,7.3,6.35
2016,10,30,19,282.2,4.65,102.35,7.39,6.43
2016,10,30,20,278.2,4.63,102.37,7.6,6.48
2016,10,30,21,273.2,4.73,102.38,7.77,6.52
2016,10,30,22,270.0,4.97,102.36,7.87,6.54
2016,10,30,23,267.6,5.23,102.33,7.94,6.57
2016,10,31,0,265.1,5.47,102.3,8.09,6.61
2016,10,31,1,264.1,5.72,102.26,8.09,6.61
2016,10,31,2,265.9,6.03,102.23,8.18,6.64
2016,10,31,3,269.9,6.18,102.19,8.41,6.72
2016,10,31,4,273.7,6.23,102.16,8.62,6.8
2016,10,31,5,276.8,6.22,102.13,8.72,6.85
2016,10,31,6,278.7,6.29,102.1,8.84,6.9
2016,10,31,7,278.9,6.46,102.09,8.76,6.87
2016,10,31,8,276.7,6.61,102.08,9.29,7.08
2016,10,31,9,273.4,6.06,102.06,10.67,7.63
2016,10,31,10,275.6,5.8,102.06,11.46,7.91
2016,10,31,11,282.1,6.64,102.04,11.91,7.86
2016,10,31,12,279.7,6.7,102.01,11.98,7.73
2016,10,31,13,274.6,6.55,101.97,11.83,7.65
2016,10,31,14,269.8,6.39,101.92,11.67,7.63
2016,10,31,15,266.5,6.59,101.88,11.32,7.56
2016,10,31,16,263.0,7.06,101.84,10.72,7.44
2016,10,31,17,259.3,7.33,101.8,10.34,7.4
2016,10,31,18,255.2,7.14,101.78,10.33,7.43
2016,10,31,19,248.6,7.14,101.74,10.32,7.45
2016,10,31,20,243.6,7.5,101.7,10.37,7.48
2016,10,31,21,241.2,7.82,101.64,10.36,7.49
2016,10,31,22,243.0,8.48,101.56,10.34,7.48
2016,10,31,23,244.1,8.6,101.47,10.18,7.44
2016,11,1,0,248.3,8.76,101.37,10.18,7.44
2016,11,1,1,251.9,8.67,101.28,10.24,7.47
2016,11,1,2,255.2,8.2,101.2,10.31,7.51
2016,11,1,3,266.1,8.3,101.11,10.46,7.56
2016,11,1,4,281.1,8.12,101.06,10.34,7.5
2016,11,1,5,291.9,9.1,101.03,9.65,7.11
2016,11,1,6,292.2,9.34,100.98,8.85,6.69
2016,11,1,7,290.6,9.98,100.96,8.36,6.43
2016,11,1,8,294.7,10.73,100.96,8.04,6.13
2016,11,1,9,297.0,10.99,100.96,7.9,5.79
2016,11,1,10,296.9,11.16,100.94,8.42,5.62
2016,11,1,11,297.3,12.55,100.89,9.12,5.38
2016,11,1,12,296.8,13.13,100.84,9.46,5.2
2016,11,1,13,295.5,13.14,100.78,9.51,5.19
2016,11,1,14,294.1,12.86,100.71,9.28,5.26
2016,11,1,15,293.2,12.47,100.64,8.76,5.34
2016,11,1,16,294.3,12.58,100.57,8.05,5.28
2016,11,1,17,295.3,12.92,100.53,7.49,5.16
2016,11,1,18,295.0,12.82,100.48,7.14,5.15
2016,11,1,19,295.2,12.82,100.43,7.0,5.18
2016,11,1,20,296.9,12.73,100.39,6.99,5.22
2016,11,1,21,298.7,12.61,100.35,6.93,5.27
2016,11,1,22,301.0,12.27,100.31,6.78,5.3
2016,11,1,23,305.5,11.87,100.26,6.63,5.31
2016,11,2,0,309.8,10.57,100.22,6.16,5.28
2016,11,2,1,315.7,9.69,100.2,5.65,5.17
2016,11,2,2,321.9,9.06,100.17,5.2,5.02
2016,11,2,3,331.3,9.03,100.18,4.76,4.82
2016,11,2,4,342.7,8.76,100.2,4.27,4.61
2016,11,2,5,349.3,7.84,100.24,3.84,4.53
2016,11,2,6,351.6,7.21,100.29,3.46,4.49
2016,11,2,7,353.4,7.16,100.36,3.18,4.45
2016,11,2,8,355.2,7.11,100.44,3.1,4.42
2016,11,2,9,355.8,6.78,100.52,3.77,4.51
2016,11,2,10,359.1,7.79,100.59,4.77,4.51
2016,11,2,11,1.9,9.24,100.64,5.47,4.22
2016,11,2,12,0.4,9.58,100.68,5.7,3.99
2016,11,2,13,358.7,9.63,100.71,5.59,3.84
2016,11,2,14,357.7,9.38,100.75,5.33,3.78
2016,11,2,15,357.7,8.81,100.79,4.81,3.85
2016,11,2,16,357.8,8.11,100.85,3.82,3.95
2016,11,2,17,357.0,7.5,100.92,3.05,4.01
2016,11,2,18,0.7,7.62,100.98,2.44,4.0
2016,11,2,19,5.3,7.43,101.05,1.56,3.94
2016,11,2,20,9.3,7.02,101.11,0.79,3.89
2016,11,2,21,13.2,6.38,101.17,0.15,3.83
2016,11,2,22,16.0,5.78,101.2,-0.42,3.75
2016,11,2,23,15.3,5.09,101.24,-0.91,3.67
2016,11,3,0,10.3,4.37,101.26,-1.22,3.6
2016,11,3,1,0.7,3.94,101.29,-1.29,3.55
2016,11,3,2,347.9,3.59,101.32,-1.2,3.51
2016,11,3,3,334.8,3.36,101.35,-1.11,3.46
2016,11,3,4,323.1,2.95,101.36,-0.93,3.41
2016,11,3,5,307.4,2.42,101.36,-0.77,3.35
2016,11,3,6,283.8,2.21,101.36,-0.85,3.29
2016,11,3,7,261.0,2.48,101.38,-1.15,3.24
2016,11,3,8,243.2,2.84,101.41,-1.04,3.22
2016,11,3,9,225.1,3.25,101.42,0.48,3.48
2016,11,3,10,208.5,3.48,101.41,1.3,3.46
2016,11,3,11,197.2,3.81,101.39,1.82,3.59
2016,11,3,12,190.5,4.32,101.35,2.34,3.75
2016,11,3,13,183.9,4.79,101.29,2.63,3.88
2016,11,3,14,177.1,5.3,101.23,2.66,4.02
2016,11,3,15,173.3,5.99,101.16,2.51,4.13
2016,11,3,16,170.8,6.57,101.11,2.33,4.19
2016,11,3,17,172.8,6.7,101.06,2.55,4.33
2016,11,3,18,179.1,6.71,101.0,2.98,4.51
2016,11,3,19,189.8,6.1,100.95,3.28,4.67
2016,11,3,20,200.1,5.36,100.91,3.41,4.78
2016,11,3,21,210.0,4.72,100.87,3.52,4.87
2016,11,3,22,219.4,4.53,100.83,3.84,4.97
2016,11,3,23,226.8,4.69,100.78,4.16,5.08
2016,11,4,0,230.4,4.85,100.74,4.41,5.16
2016,11,4,1,229.1,4.9,100.68,4.57,5.21
2016,11,4,2,224.1,4.84,100.62,4.6,5.22
2016,11,4,3,216.6,4.82,100.57,4.6,5.21
2016,11,4,4,206.8,4.92,100.51,4.64,5.22
2016,11,4,5,195.5,5.09,100.46,4.59,5.2
2016,11,4,6,185.0,5.24,100.41,4.52,5.18
2016,11,4,7,175.3,5.39,100.38,4.41,5.15
2016,11,4,8,166.7,5.44,100.35,4.63,5.21
2016,11,4,9,158.5,4.9,100.33,5.19,5.4
2016,11,4,10,147.3,4.13,100.3,5.62,5.55
2016,11,4,11,134.6,3.68,100.28,6.02,5.7
2016,11,4,12,126.7,3.48,100.23,6.45,5.85
2016,11,4,13,121.7,3.44,100.18,6.75,5.93
2016,11,4,14,118.9,3.6,100.14,6.85,5.96
2016,11,4,15,115.9,3.87,100.09,6.63,5.94
2016,11,4,16,116.9,4.43,100.06,5.98,5.75
2016,11,4,17,120.8,4.92,100.03,5.69,5.66
2016,11,4,18,128.5,5.05,100.01,5.76,5.67
2016,11,4,19,137.2,5.21,100.0,5.7,5.65
2016,11,4,20,145.0,5.33,99.98,5.79,5.68
2016,11,4,21,152.8,5.62,99.97,5.75,5.67
2016,11,4,22,159.9,5.8,99.93,5.84,5.7
2016,11,4,23,165.2,5.82,99.89,5.97,5.75
2016,11,5,0,168.2,5.86,99.84,5.91,5.73
2016,11,5,1,170.3,5.69,99.8,5.77,5.68
2016,11,5,2,171.6,5.68,99.74,5.88,5.71
2016,11,5,3,172.8,6.02,99.7,5.74,5.65
2016,11,5,4,169.6,6.09,99.65,5.76,5.65
2016,11,5,5,161.4,6.15,99.6,5.7,5.61
2016,11,5,6,153.4,6.45,99.56,5.71,5.59
2016,11,5,7,150.6,6.9,99.54,5.69,5.56
2016,11,5,8,152.3,7.22,99.53,5.65,5.53
2016,11,5,9,152.4,7.12,99.5,5.68,5.53
2016,11,5,10,145.7,6.41,99.46,5.82,5.59
2016,11,5,11,137.4,6.28,99.42,6.06,5.67
2016,11,5,12,129.1,6.55,99.36,6.2,5.66
2016,11,5,13,119.4,6.69,99.28,6.0,5.57
2016,11,5,14,108.2,6.82,99.2,5.56,5.46
2016,11,5,15,100.0,7.07,99.12,5.01,5.29
2016,11,5,16,94.8,7.11,99.06,4.46,5.1
2016,11,5,17,90.4,6.99,99.0,4.05,4.97
2016,11,5,18,87.0,6.77,98.96,3.84,4.9
2016,11,5,19,84.4,6.43,98.91,3.81,4.9
2016,11,5,20,82.2,6.33,98.88,3.86,4.92
2016,11,5,21,79.4,6.66,98.87,3.91,4.95
2016,11,5,22,76.5,7.34,98.87,4.02,4.99
2016,11,5,23,72.9,8.12,98.87,4.23,5.07
2016,11,6,0,69.2,8.83,98.89,4.37,5.11
2016,11,6,1,65.7,9.42,98.92,4.32,5.1
2016,11,6,2,62.4,9.87,98.96,4.11,5.03
2016,11,6,3,59.9,10.3,99.0,3.84,4.94
2016,11,6,4,57.9,10.72,99.06,3.55,4.84
2016,11,6,5,56.4,11.05,99.13,3.2,4.72
2016,11,6,6,55.0,11.4,99.22,2.8,4.58
2016,11,6,7,54.1,11.8,99.33,2.5,4.48
2016,11,6,8,54.0,12.22,99.46,2.39,4.42
2016,11,6,9,55.3,13.05,99.57,2.45,4.36
2016,11,6,10,57.7,14.06,99.7,2.47,4.28
2016,11,6,11,58.1,14.08,99.79,2.56,4.2
2016,11,6,12,57.9,14.25,99.86,2.62,4.1
2016,11,6,13,56.0,14.07,99.93,2.44,3.98
2016,11,6,14,53.0,13.77,100.0,2.21,3.9
2016,11,6,15,51.2,13.57,100.07,1.79,3.81
2016,11,6,16,49.2,13.12,100.16,1.13,3.69
2016,11,6,17,46.7,12.49,100.24,0.56,3.58
2016,11,6,18,45.1,12.09,100.32,0.17,3.48
2016,11,6,19,44.2,11.67,100.38,-0.13,3.4
2016,11,6,20,43.8,11.27,100.45,-0.41,3.32
2016,11,6,21,42.8,10.66,100.52,-0.74,3.24
2016,11,6,22,40.9,10.05,100.56,-1.14,3.17
2016,11,6,23,38.9,9.63,100.58,-1.58,3.1
2016,11,7,0,38.5,9.57,100.59,-1.88,3.03
2016,11,7,1,39.2,9.58,100.61,-2.0,2.96
2016,11,7,2,38.6,9.31,100.62,-2.08,2.93
2016,11,7,3,39.2,9.19,100.64,-1.98,2.93
2016,11,7,4,39.6,9.08,100.67,-1.88,2.93
2016,11,7,5,38.0,8.91,100.7,-1.84,2.94
2016,11,7,6,36.0,8.81,100.74,-1.84,2.93
2016,11,7,7,35.3,8.79,100.78,-1.9,2.92
2016,11,7,8,34.2,8.59,100.82,-1.83,2.92
2016,11,7,9,32.2,8.19,100.84,-1.16,2.99
2016,11,7,10,37.0,8.53,100.85,-0.44,2.97
2016,11,7,11,39.8,8.62,100.87,0.01,2.85
2016,11,7,12,39.0,8.35,100.88,0.14,2.75
2016,11,7,13,36.9,8.13,100.89,0.07,2.67
2016,11,7,14,34.4,7.91,100.9,-0.26,2.64
2016,11,7,15,31.2,7.45,100.91,-0.73,2.68
2016,11,7,16,28.2,7.11,100.93,-1.96,2.72
2016,11,7,17,27.9,7.24,100.94,-2.71,2.7
2016,11,7,18,29.9,7.32,100.96,-2.93,2.68
2016,11,7,19,33.1,7.3,100.99,-3.01,2.67
2016,11,7,20,36.8,7.24,101.01,-3.01,2.65
2016,11,7,21,39.3,6.94,101.03,-2.98,2.65
2016,11,7,22,41.0,6.64,101.03,-2.96,2.65
2016,11,7,23,41.6,6.37,101.0,-3.05,2.63
2016,11,8,0,40.7,6.12,100.97,-3.27,2.61
2016,11,8,1,38.7,6.04,100.93,-3.38,2.6
2016,11,8,2,37.5,5.96,100.88,-3.31,2.6
2016,11,8,3,36.6,5.8,100.85,-3.33,2.61
2016,11,8,4,34.9,5.66,100.83,-3.22,2.62
2016,11,8,5,34.2,5.5,100.82,-3.47,2.6
2016,11,8,6,34.6,5.3,100.81,-3.26,2.63
2016,11,8,7,36.6,5.15,100.81,-3.43,2.61
2016,11,8,8,39.8,5.03,100.83,-3.15,2.64
2016,11,8,9,43.4,4.51,100.84,-2.17,2.68
2016,11,8,10,49.8,4.49,100.83,-1.26,2.64
2016,11,8,11,54.9,4.67,100.81,-0.56,2.61
2016,11,8,12,56.9,4.62,100.78,-0.23,2.6
2016,11,8,13,56.8,4.54,100.74,-0.21,2.62
2016,11,8,14,55.3,4.44,100.7,-0.49,2.71
2016,11,8,15,51.5,4.45,100.67,-1.08,2.88
2016,11,8,16,51.7,4.91,100.67,-2.44,2.83
2016,11,8,17,54.2,5.15,100.66,-2.94,2.79
2016,11,8,18,56.9,5.24,100.65,-2.98,2.8
2016,11,8,19,57.9,5.25,100.64,-2.99,2.82
2016,11,8,20,58.1,5.31,100.62,-2.89,2.85
2016,11,8,21,57.6,5.37,100.61,-2.46,2.91
2016,11,8,22,57.7,5.54,100.58,-2.26,2.94
2016,11,8,23,58.6,5.83,100.55,-2.57,2.9
2016,11,9,0,58.6,6.18,100.52,-2.58,2.91
2016,11,9,1,57.0,6.52,100.47,-2.02,2.96
2016,11,9,2,54.4,6.72,100.41,-1.58,3.02
2016,11,9,3,52.6,6.93,100.35,-1.44,3.07
2016,11,9,4,49.9,7.11,100.3,-1.34,3.1
2016,11,9,5,43.3,7.04,100.26,-1.48,3.12
2016,11,9,6,33.9,6.93,100.22,-1.42,3.19
2016,11,9,7,30.0,7.28,100.2,-1.27,3.26
2016,11,9,8,30.9,7.74,100.17,-1.12,3.33
2016,11,9,9,38.5,8.32,100.13,-0.69,3.45
2016,11,9,10,49.3,8.91,100.1,0.05,3.63
2016,11,9,11,55.2,8.78,100.08,0.74,3.8
2016,11,9,12,60.8,8.4,100.06,1.19,3.92
2016,11,9,13,65.3,7.9,100.04,1.4,3.99
2016,11,9,14,68.7,7.4,100.04,1.3,4.01
2016,11,9,15,71.8,7.0,100.04,0.89,3.96
2016,11,9,16,75.3,6.73,100.05,0.33,3.86
2016,11,9,17,81.9,6.31,100.06,0.01,3.78
2016,11,9,18,90.5,5.65,100.09,-0.25,3.71
2016,11,9,19,102.9,5.19,100.11,-0.55,3.63
2016,11,9,20,117.7,4.81,100.15,-0.91,3.53
2016,11,9,21,129.9,4.55,100.19,-1.39,3.39
2016,11,9,22,137.5,4.23,100.23,-1.91,3.24
2016,11,9,23,137.9,3.73,100.26,-2.25,3.11
2016,11,10,0,131.3,3.27,100.28,-2.6,2.98
2016,11,10,1,119.0,3.03,100.29,-2.76,2.9
2016,11,10,2,105.6,3.19,100.29,-2.84,2.86
2016,11,10,3,96.0,3.55,100.29,-2.94,2.82
2016,11,10,4,92.0,4.06,100.29,-2.98,2.81
2016,11,10,5,91.1,4.53,100.31,-2.9,2.82
2016,11,10,6,91.3,4.9,100.33,-2.74,2.87
2016,11,10,7,91.7,5.26,100.37,-2.53,2.92
2016,11,10,8,93.2,5.61,100.42,-1.94,3.06
2016,11,10,9,95.0,5.51,100.46,-0.12,3.47
2016,11,10,10,95.0,4.98,100.5,1.14,3.74
2016,11,10,11,93.0,4.62,100.52,1.84,3.93
2016,11,10,12,92.7,4.73,100.53,2.29,4.0
2016,11,10,13,90.1,4.76,100.53,2.35,4.02
2016,11,10,14,84.8,4.89,100.54,1.97,4.04
2016,11,10,15,82.2,5.69,100.58,0.62,3.8
2016,11,10,16,81.2,6.44,100.64,-1.08,3.44
2016,11,10,17,79.8,6.73,100.71,-1.43,3.32
2016,11,10,18,77.8,6.78,100.78,-1.45,3.29
2016,11,10,19,75.0,6.83,100.85,-1.43,3.29
2016,11,10,20,72.0,6.94,100.92,-1.37,3.31
2016,11,10,21,68.8,6.98,100.98,-1.3,3.35
2016,11,10,22,67.2,6.93,101.03,-1.33,3.37
2016,11,10,23,66.3,6.88,101.08,-1.39,3.37
2016,11,11,0,65.6,6.81,101.11,-1.39,3.36
2016,11,11,1,64.8,6.73,101.14,-1.35,3.35
2016,11,11,2,63.8,6.65,101.18,-1.35,3.33
2016,11,11,3,62.7,6.58,101.25,-1.38,3.3
2016,11,11,4,61.8,6.57,101.33,-1.41,3.27
2016,11,11,5,61.8,6.59,101.41,-1.4,3.26
2016,11,11,6,61.4,6.48,101.51,-1.41,3.24
2016,11,11,7,61.4,6.2,101.6,-1.48,3.22
2016,11,11,8,63.2,5.77,101.68,-1.35,3.24
2016,11,11,9,65.8,5.02,101.75,0.12,3.58
2016,11,11,10,66.1,3.9,101.8,1.45,3.82
2016,11,11,11,62.0,2.93,101.86,2.19,3.95
2016,11,11,12,61.9,2.59,101.89,2.75,4.07
2016,11,11,13,57.6,2.17,101.93,2.94,4.15
2016,11,11,14,53.9,1.87,101.95,2.5,4.19
2016,11,11,15,57.0,1.63,101.98,1.46,3.85
2016,11,11,16,68.8,1.35,102.01,0.81,3.69
2016,11,11,17,96.5,1.23,102.05,0.43,3.63
2016,11,11,18,128.2,1.49,102.08,-0.12,3.55
2016,11,11,19,150.2,2.05,102.12,-0.89,3.42
2016,11,11,20,162.4,2.71,102.15,-1.5,3.31
2016,11,11,21,169.6,3.38,102.17,-2.04,3.21
2016,11,11,22,173.4,4.07,102.17,-2.35,3.14
2016,11,11,23,175.5,4.76,102.17,-2.4,3.12
2016,11,12,0,178.3,5.28,102.16,-2.21,3.15
2016,11,12,1,181.4,5.43,102.13,-2.06,3.18
2016,11,12,2,183.7,5.27,102.1,-1.74,3.24
2016,11,12,3,185.2,4.79,102.06,-1.59,3.26
2016,11,12,4,183.8,4.62,102.04,-1.48,3.28
2016,11,12,5,180.0,4.69,102.02,-1.41,3.3
2016,11,12,6,176.3,4.94,102.01,-1.28,3.33
2016,11,12,7,174.7,5.38,102.0,-1.12,3.37
2016,11,12,8,174.7,5.71,102.01,-0.97,3.41
2016,11,12,9,173.0,5.46,102.03,-0.61,3.49
2016,11,12,10,170.9,5.44,102.05,-0.21,3.58
2016,11,12,11,177.1,6.46,102.05,0.57,3.73
2016,11,12,12,183.0,7.25,102.04,1.43,3.87
2016,11,12,13,182.4,6.81,102.01,1.53,3.89
2016,11,12,14,175.2,6.1,101.99,1.17,3.88
2016,11,12,15,170.4,6.46,101.97,0.64,3.79
2016,11,12,16,170.2,6.84,101.97,0.19,3.69
2016,11,12,17,172.2,7.13,101.98,0.0,3.63
2016,11,12,18,172.8,6.91,102.0,-0.2,3.57
